department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met,awards_won?,avg_training_score,is_promoted
3,26,0,1,1,3,0.2,4.0,0,1,0,2,1
5,21,2,1,1,1,0.675,3.0,0,1,1,0,1
0,11,0,1,0,2,0.2,4.0,1,1,0,3,1
5,16,2,1,1,1,0.425,5.0,3,0,1,1,1
1,10,0,0,1,1,0.25,3.0,0,1,0,2,1
3,21,0,0,1,1,0.3,4.0,1,1,0,1,1
1,28,0,1,0,1,0.325,5.0,3,0,0,3,1
5,28,0,1,0,1,0.35,5.0,2,0,1,2,1
3,26,0,0,0,1,0.25,2.0,1,1,0,1,1
5,30,2,1,1,1,0.275,5.0,2,1,0,0,1
1,18,2,1,1,1,0.325,4.0,1,1,0,2,1
0,32,2,0,0,2,0.425,5.0,2,1,0,3,1
3,14,0,1,0,1,0.4,3.0,1,1,0,2,1
0,21,0,1,0,1,0.1,3.0,0,1,0,3,1
2,33,0,1,1,1,0.3,3.0,1,1,0,3,1
1,20,2,0,0,1,0.375,3.0,2,1,0,2,1
2,31,2,1,1,1,0.525,5.0,3,1,0,3,1
0,28,0,1,1,1,0.15,3.0,0,1,0,3,1
1,29,0,1,0,1,0.375,3.0,3,1,0,2,1
5,21,0,1,1,1,0.35,2.0,3,1,0,1,1
0,21,0,1,1,1,0.175,3.0,0,1,0,3,1
3,19,2,1,1,1,0.725,4.0,2,1,0,3,1
0,21,0,0,0,2,0.275,4.0,3,1,0,3,1
0,16,2,1,0,1,0.325,5.0,2,1,0,3,1
4,28,0,1,0,1,0.225,5.0,0,1,0,1,1
5,25,0,1,0,1,0.275,2.0,0,1,0,0,1
3,16,2,0,0,1,0.525,3.0,2,0,1,2,1
1,28,2,1,0,1,0.35,4.0,3,1,0,3,1
1,23,0,1,0,5,0.55,4.0,2,1,0,2,1
5,28,0,1,0,1,0.1,4.0,0,0,0,3,1
3,24,0,1,0,2,0.175,5.0,0,1,0,1,1
0,29,0,1,1,1,0.275,5.0,0,0,1,3,1
0,13,0,1,1,1,0.35,4.0,0,1,0,3,1
0,23,0,1,1,1,0.15,3.0,0,1,0,2,1
2,30,0,1,1,1,0.25,3.0,0,0,0,3,1
0,21,0,1,1,1,0.525,5.0,3,1,0,3,1
1,21,0,1,1,1,0.3,1.0,3,1,1,3,1
7,21,0,1,1,1,0.325,4.0,3,1,0,0,1
0,17,0,1,0,1,0.225,5.0,0,0,0,3,1
0,18,0,1,1,1,0.2,3.0,1,0,0,3,1
3,13,0,0,0,1,0.4,5.0,0,1,0,1,1
5,33,2,1,1,1,0.275,5.0,2,1,0,0,1
6,33,2,1,1,1,0.35,3.0,1,0,1,3,1
3,26,0,0,1,1,0.225,3.0,0,1,0,2,1
1,16,0,1,1,1,0.375,3.0,0,1,0,2,1
6,31,0,1,1,1,0.275,5.0,1,1,0,3,1
3,12,0,0,0,1,0.25,5.0,0,1,0,1,1
5,16,0,0,0,1,0.275,2.0,2,0,0,3,1
0,21,2,1,1,1,0.625,4.0,2,1,1,3,1
0,21,2,1,0,1,0.85,5.0,2,1,0,2,1
5,28,0,0,1,2,0.25,3.0,1,1,0,0,1
5,26,0,0,0,1,0.175,5.0,0,0,1,1,1
3,21,0,0,1,1,0.35,3.0,2,0,0,2,1
3,27,2,0,0,1,0.325,5.0,0,1,0,1,1
1,28,0,1,0,4,0.2,5.0,1,1,0,3,1
0,26,1,0,1,1,0.1,3.0,0,1,0,3,1
2,21,0,1,0,1,0.35,5.0,3,0,0,3,1
3,29,0,0,1,1,0.75,4.0,3,1,0,3,1
5,29,2,1,0,1,0.375,3.0,2,1,1,0,1
2,19,0,1,1,1,0.175,5.0,0,0,0,3,1
7,18,0,1,0,1,0.25,3.0,0,1,0,0,1
2,23,0,1,1,1,0.2,3.0,0,1,0,3,1
0,20,0,0,0,1,0.5,4.0,3,1,0,3,1
5,26,0,0,0,1,0.25,3.0,0,0,0,1,1
0,20,0,0,0,1,0.25,4.0,0,1,0,3,1
0,29,0,1,0,4,0.275,4.0,1,1,0,2,1
3,21,2,1,1,3,0.375,5.0,3,1,0,2,1
5,25,2,1,0,1,0.525,3.0,3,1,0,1,1
4,28,0,1,0,1,0.2,5.0,0,0,0,3,1
5,21,0,0,0,1,0.125,3.0,0,0,1,3,1
0,21,0,0,1,2,0.35,5.0,2,0,0,3,1
5,21,0,1,1,1,0.425,4.0,3,1,0,1,1
5,21,2,1,1,1,0.7,3.0,2,1,0,0,1
5,23,0,1,1,1,0.275,5.0,2,1,0,0,1
0,23,0,1,1,1,0.225,5.0,1,0,1,3,1
2,21,2,1,1,1,0.575,3.0,3,0,0,3,1
1,23,2,0,1,1,0.625,3.0,2,0,0,2,1
2,14,2,1,1,1,0.525,5.0,1,1,1,3,1
0,32,2,1,0,1,0.55,3.0,3,1,0,3,1
3,13,2,1,0,1,0.45,5.0,1,1,0,1,1
7,21,2,1,1,1,1.0,5.0,3,1,1,0,1
5,33,0,1,1,1,0.2,5.0,0,1,0,0,1
1,21,2,0,0,1,0.5,2.0,1,1,0,2,1
8,28,0,1,1,1,0.25,5.0,1,1,0,2,1
1,23,2,1,0,1,0.45,5.0,1,0,0,3,1
0,19,0,0,0,1,0.45,5.0,1,1,0,3,1
5,29,2,1,0,2,0.35,3.0,2,1,0,0,1
5,21,2,0,0,1,0.325,3.0,1,1,0,0,1
0,5,0,1,1,1,0.275,3.0,0,1,0,3,1
3,18,2,1,1,1,0.3,1.0,3,1,0,2,1
5,17,0,1,1,1,0.275,5.0,0,0,0,1,1
3,21,0,1,0,1,0.425,5.0,2,0,1,3,1
0,14,0,1,1,1,0.15,4.0,0,1,0,3,1
1,24,0,1,0,1,0.4,3.0,3,1,0,2,1
5,24,2,1,0,1,0.5,4.0,3,1,0,0,1
2,31,0,1,0,2,0.3,4.0,2,1,0,3,1
5,21,2,0,0,1,0.375,5.0,1,0,0,1,1
1,21,0,0,0,1,0.7,3.0,3,0,0,3,1
5,16,0,1,0,1,0.175,4.0,0,1,0,0,1
0,10,2,1,0,1,0.425,4.0,0,0,0,3,1
2,28,0,1,2,1,0.225,1.0,2,0,0,3,1
5,24,2,1,1,1,0.425,3.0,2,1,0,1,1
0,16,2,1,0,1,0.375,5.0,1,1,0,3,1
6,28,0,1,0,2,0.25,4.0,1,1,0,3,1
0,6,0,1,0,1,0.25,4.0,2,1,0,3,1
1,28,0,1,0,1,0.275,3.0,1,0,0,3,1
5,28,0,0,0,1,0.2,4.0,1,1,0,0,1
0,21,2,1,1,1,0.35,5.0,3,1,0,3,1
4,21,0,1,0,1,0.15,2.0,0,0,0,2,1
5,18,2,1,1,1,0.4,5.0,0,1,0,3,1
3,20,2,1,0,1,0.575,4.0,1,0,0,2,1
3,20,0,1,1,1,0.475,5.0,3,1,0,1,1
5,15,0,0,0,1,0.175,3.0,0,0,0,2,1
5,30,0,1,0,1,0.425,4.0,0,1,0,2,1
5,16,0,1,1,1,0.325,3.0,2,1,0,3,1
5,32,0,1,0,2,0.15,5.0,0,0,0,2,1
5,21,0,1,0,1,0.6,4.0,3,0,0,1,1
3,20,0,1,1,1,0.4,4.0,3,1,0,1,1
5,31,2,1,1,2,0.3,4.0,1,1,1,3,1
0,22,0,1,0,1,0.175,4.0,0,1,0,3,1
2,31,2,1,0,1,0.375,5.0,0,0,1,3,1
0,19,0,1,0,2,0.25,3.0,2,0,0,3,1
5,26,2,0,0,1,0.625,5.0,3,1,0,0,1
3,28,2,1,1,2,0.45,5.0,3,0,0,2,1
2,31,0,1,1,2,0.3,5.0,0,1,0,3,1
6,28,2,1,0,2,0.2,3.0,0,1,0,3,1
0,21,2,1,0,1,0.575,3.0,3,0,0,3,1
5,26,0,1,0,1,0.625,1.0,3,0,0,2,1
2,28,0,1,1,1,0.2,5.0,0,1,0,3,1
3,26,2,1,1,1,0.375,5.0,0,1,0,1,1
0,32,2,1,1,1,0.55,3.0,3,0,0,3,1
4,21,0,1,0,1,0.1,3.0,0,0,0,2,1
3,21,0,0,0,1,0.5,3.0,3,1,0,3,1
1,26,0,1,0,1,0.275,5.0,2,1,0,2,1
3,21,0,0,0,2,0.8,5.0,3,1,0,1,1
1,28,0,1,1,1,0.25,4.0,1,1,0,2,1
2,33,0,1,1,1,0.225,2.0,0,1,0,3,1
1,18,2,1,1,1,0.35,5.0,0,1,0,2,1
5,21,0,1,0,1,0.225,5.0,1,0,0,1,1
3,20,0,1,1,1,0.275,3.0,0,1,0,1,1
0,26,2,1,0,1,0.85,4.0,2,0,0,3,1
1,23,0,0,1,1,0.25,4.0,0,1,0,3,1
5,17,0,1,0,1,0.975,3.0,3,0,0,2,1
5,31,2,1,0,1,0.35,3.0,2,0,0,1,1
3,26,0,1,0,1,0.275,5.0,0,1,0,1,0
5,8,0,1,0,1,0.275,3.0,2,0,0,0,0
3,0,2,1,1,1,0.35,2.0,1,0,0,2,0
7,21,1,0,0,1,0.0,5.0,0,0,0,0,0
5,28,0,1,1,3,0.15,3.0,0,1,0,0,0
2,28,2,1,0,2,0.45,1.0,2,0,0,3,0
5,27,2,1,1,1,0.55,3.0,1,0,0,0,0
1,21,0,0,0,2,0.375,3.0,2,0,0,2,0
5,11,0,1,1,1,0.225,3.0,2,0,0,1,0
2,30,2,1,0,2,0.375,3.0,2,0,0,3,0
2,26,0,0,0,2,0.225,5.0,1,1,0,3,0
3,26,2,0,0,1,0.275,2.0,1,1,0,2,0
5,20,0,1,1,1,0.55,1.0,3,0,0,0,0
5,29,2,1,0,2,0.575,3.0,3,0,0,0,0
2,12,0,1,1,2,0.25,3.0,1,0,0,3,0
5,9,0,0,0,1,0.3,5.0,3,0,0,0,0
0,28,0,1,1,1,0.375,3.0,3,0,0,3,0
5,13,0,1,0,2,0.225,3.0,0,0,0,0,0
3,18,2,1,0,1,0.275,3.0,1,0,0,1,0
7,27,0,1,0,1,0.175,3.0,0,1,0,0,0
0,21,2,1,0,1,0.3,1.0,2,0,0,2,0
7,15,0,1,0,1,0.375,3.0,1,0,0,1,0
5,21,0,1,1,1,0.925,2.0,1,1,0,0,0
1,16,2,0,1,1,0.4,2.0,0,0,0,2,0
1,23,2,1,0,1,0.325,3.0,2,0,0,2,0
5,30,0,1,1,1,0.25,3.0,0,0,0,0,0
5,33,2,1,0,1,0.775,3.0,3,0,0,0,0
5,26,0,1,1,1,0.125,3.0,0,1,0,0,0
3,20,0,0,1,1,0.425,1.0,2,0,0,2,0
3,3,0,1,0,1,0.4,3.0,2,0,0,1,0
5,16,0,1,1,2,0.175,3.0,0,0,0,0,0
4,33,2,1,0,1,0.375,4.0,0,0,0,1,0
5,11,0,1,0,1,0.175,3.0,2,0,0,0,0
3,21,0,1,0,1,0.25,4.0,0,1,0,2,0
5,21,0,1,0,1,0.675,4.0,2,1,0,0,0
5,26,0,1,1,3,0.125,3.0,0,0,0,0,0
2,28,0,0,1,2,0.225,3.0,1,1,0,3,0
5,18,2,1,1,1,0.625,2.0,3,0,0,0,0
0,21,0,0,0,1,0.75,3.0,2,0,0,3,0
7,14,1,1,1,1,0.075,3.0,0,0,0,0,0
4,12,0,1,1,1,0.275,4.0,1,1,0,2,0
0,32,0,1,1,2,0.225,3.0,0,0,0,3,0
5,5,0,1,1,1,0.15,4.0,0,0,0,1,0
3,11,0,1,0,1,0.1,3.0,0,0,0,1,0
5,28,0,1,0,1,0.35,2.0,0,0,0,0,0
8,28,0,1,0,1,0.325,5.0,1,1,0,1,0
3,20,2,1,0,1,0.375,3.0,0,0,0,2,0
0,26,2,1,0,2,0.325,3.0,3,0,0,3,0
0,29,0,1,0,1,0.375,5.0,0,1,0,3,0
5,30,2,1,0,1,0.45,1.0,3,0,0,0,0
6,26,0,1,1,2,0.375,1.0,1,0,0,3,0
5,21,0,1,0,3,0.175,1.0,1,0,0,1,0
3,30,0,0,1,1,0.325,1.0,0,0,0,1,0
5,0,2,1,1,1,0.2,3.0,1,0,0,0,0
3,13,0,1,1,2,0.45,5.0,1,1,0,1,0
5,26,0,1,1,2,0.425,4.0,1,0,0,0,0
2,30,0,1,0,1,0.225,5.0,1,1,0,3,0
5,31,2,1,1,1,0.3,2.0,2,0,0,1,0
0,14,0,1,0,1,0.75,5.0,3,1,0,3,0
6,6,0,1,0,1,0.35,3.0,2,0,0,3,0
3,11,2,1,0,1,0.75,3.0,3,0,0,2,0
4,10,0,1,1,2,0.2,3.0,0,1,0,2,0
3,20,0,0,0,1,0.15,3.0,0,1,0,1,0
4,25,0,0,0,1,0.15,3.0,0,0,0,1,0
0,26,2,0,1,2,0.325,4.0,2,0,0,3,0
3,20,0,1,0,2,0.4,3.0,2,0,0,2,0
3,26,0,1,1,1,0.2,1.0,0,0,0,1,0
0,17,2,0,0,1,0.45,3.0,0,0,0,3,0
1,8,0,1,1,1,0.2,4.0,1,0,0,2,0
3,21,0,0,1,1,0.7,2.0,0,0,0,1,0
8,21,0,1,0,1,0.575,1.0,0,0,0,2,0
5,26,2,0,0,1,0.75,1.0,2,1,0,1,0
3,7,0,1,1,3,0.6,3.0,3,0,0,1,0
4,19,0,1,0,1,0.4,3.0,2,1,0,1,0
4,26,0,1,0,1,0.275,3.0,0,0,0,2,0
5,0,0,1,0,1,0.275,3.0,3,0,0,0,0
3,6,0,1,1,1,0.45,5.0,1,1,0,2,0
5,23,0,1,0,1,0.275,5.0,0,1,0,1,0
2,30,2,1,0,1,0.3,3.0,2,0,0,3,0
2,21,0,1,1,1,0.275,3.0,2,0,0,3,0
5,23,0,1,0,2,0.15,3.0,1,0,0,0,0
3,20,2,1,0,1,0.85,5.0,3,1,0,2,0
5,29,0,1,0,1,0.225,3.0,2,0,0,0,0
1,33,2,1,0,1,0.275,4.0,1,0,0,2,0
0,23,0,1,0,1,0.275,3.0,2,1,0,3,0
5,23,2,1,0,2,0.375,5.0,1,1,0,0,0
5,26,0,1,1,1,0.8,4.0,3,0,0,1,0
4,26,0,1,1,2,0.2,5.0,1,0,0,1,0
5,11,0,1,0,1,0.15,3.0,0,0,0,0,0
0,23,0,1,1,1,0.125,3.0,0,0,0,3,0
3,28,2,1,1,1,0.4,3.0,3,1,0,2,0
3,20,0,1,1,1,0.5,5.0,3,1,0,1,0
5,1,0,1,1,1,0.4,1.0,3,0,0,0,0
5,30,0,1,0,1,0.125,3.0,0,1,0,1,0
3,21,0,1,0,2,0.35,5.0,1,1,0,1,0
2,16,0,1,0,1,0.5,3.0,3,0,0,3,0
3,23,2,1,1,1,0.35,4.0,3,0,0,1,0
5,14,0,1,0,3,0.325,3.0,2,0,0,1,0
5,17,0,1,0,1,0.2,5.0,1,0,0,0,0
1,32,0,0,0,1,0.525,4.0,3,0,0,2,0
3,21,0,1,0,1,0.25,4.0,1,0,0,1,0
5,21,0,1,1,1,0.775,4.0,3,0,0,0,0
5,4,0,1,0,1,0.35,2.0,3,0,0,0,0
5,24,0,0,1,1,0.275,3.0,0,0,0,1,0
3,17,0,1,0,1,0.55,3.0,0,0,0,2,0
2,19,0,1,1,1,0.275,3.0,1,0,0,3,0
2,27,0,1,0,1,0.3,4.0,1,0,0,3,0
5,0,0,1,1,1,0.275,3.0,0,0,0,1,0
0,28,2,1,1,1,0.8,5.0,1,1,0,3,0
0,8,0,0,0,1,0.3,2.0,2,0,0,3,0
3,21,2,0,0,1,0.525,5.0,2,1,0,2,0
1,20,0,1,1,1,0.5,3.0,3,1,0,2,0
3,21,0,0,0,1,0.75,3.0,3,1,0,2,0
5,21,2,0,1,1,0.6,3.0,1,0,0,0,0
5,21,0,1,1,1,0.375,4.0,2,0,0,0,0
0,29,0,1,0,1,0.375,2.0,2,0,0,3,0
1,13,0,0,1,1,0.4,1.0,3,1,0,2,0
2,26,0,1,1,2,0.475,3.0,1,1,0,3,0
5,33,2,1,1,1,0.75,1.0,3,0,0,0,0
5,16,0,0,0,1,0.4,3.0,1,0,0,0,0
5,16,2,1,1,1,0.375,1.0,1,0,0,0,0
3,20,0,0,0,1,0.35,2.0,0,0,0,2,0
3,15,0,0,0,1,0.175,3.0,0,0,0,1,0
8,28,0,0,0,1,0.275,3.0,2,0,0,1,0
5,32,0,1,1,1,0.525,3.0,2,0,0,0,0
1,28,0,1,0,1,0.275,4.0,0,0,0,2,0
2,11,0,1,0,1,0.2,3.0,0,0,0,3,0
5,21,0,1,0,4,0.325,5.0,2,0,0,0,0
1,26,0,1,1,1,0.15,4.0,0,1,0,2,0
3,13,2,0,0,1,0.475,1.0,3,0,0,1,0
0,28,0,1,0,1,0.125,3.0,0,0,0,2,0
5,23,2,1,1,1,0.525,5.0,1,1,0,0,0
5,23,0,1,1,1,0.35,2.0,1,0,0,0,0
3,20,0,1,1,2,0.25,5.0,1,1,0,1,0
0,32,0,1,0,1,0.3,4.0,1,0,0,3,0
0,14,0,1,0,1,0.225,4.0,1,0,0,3,0
1,21,0,0,0,2,0.4,3.0,3,0,0,2,0
5,23,0,1,1,1,0.225,5.0,1,1,0,1,0
1,26,0,0,0,1,0.275,4.0,3,1,0,2,0
2,6,0,1,0,2,0.225,1.0,3,0,0,3,0
5,32,2,1,0,1,0.55,5.0,0,0,0,0,0
5,30,0,1,0,1,0.15,3.0,0,0,0,0,0
5,21,0,1,0,2,0.425,5.0,3,0,0,0,0
7,21,0,1,0,1,0.25,3.0,1,0,0,0,0
1,28,1,1,0,1,0.1,3.0,0,0,0,2,0
5,33,0,1,1,1,0.425,5.0,3,0,0,1,0
3,21,0,0,0,1,0.25,3.0,2,0,0,2,0
1,21,2,1,0,4,0.625,3.0,3,0,0,2,0
7,21,1,0,0,1,0.05,3.0,0,0,0,0,0
5,28,0,1,0,2,0.4,2.0,1,1,0,0,0
3,26,0,1,0,1,0.15,4.0,0,1,0,1,0
5,10,0,1,0,1,0.425,3.0,2,0,0,0,0
3,28,0,1,0,2,0.125,3.0,0,1,0,1,0
3,14,0,1,1,2,0.3,3.0,0,1,0,1,0
3,21,0,1,1,2,0.45,5.0,2,0,0,1,0
1,32,0,0,0,1,0.7,4.0,3,0,0,2,0
3,23,0,1,1,1,0.825,4.0,3,0,0,1,0
3,21,0,0,1,1,0.4,4.0,0,0,0,1,0
3,26,2,1,1,1,0.425,5.0,0,1,0,1,0
8,21,2,1,0,1,0.8,5.0,3,0,0,2,0
5,21,0,1,0,1,0.1,4.0,0,1,0,0,0
3,11,0,1,1,1,0.25,5.0,1,1,0,2,0
3,20,2,0,0,2,0.7,3.0,3,1,0,1,0
5,29,0,1,0,2,0.2,3.0,0,0,0,0,0
5,11,0,1,0,1,0.275,3.0,2,0,0,0,0
3,33,0,0,1,1,0.575,3.0,3,0,0,1,0
3,24,0,1,1,1,0.275,5.0,1,0,0,1,0
2,20,0,1,0,2,0.275,2.0,0,0,0,3,0
2,29,2,1,0,1,0.5,5.0,2,1,0,3,0
5,26,2,1,1,2,0.375,1.0,1,0,0,0,0
2,28,0,1,0,1,0.3,5.0,0,1,0,3,0
5,10,0,1,1,1,0.45,1.0,3,0,0,0,0
3,20,0,1,0,1,0.4,2.0,3,0,0,2,0
1,26,0,0,0,2,0.15,3.0,0,0,0,2,0
6,28,0,1,0,1,0.375,5.0,1,0,0,3,0
5,31,2,1,0,1,0.575,3.0,2,0,0,1,0
0,25,2,1,1,1,0.3,4.0,2,1,0,2,0
5,23,0,1,0,3,0.55,1.0,3,0,0,1,0
5,21,0,1,0,1,0.225,3.0,0,0,0,1,0
0,12,2,0,1,3,0.4,5.0,3,1,0,3,0
1,26,2,1,1,1,0.375,4.0,0,0,0,2,0
2,33,2,1,0,2,0.325,5.0,2,1,0,3,0
1,23,2,0,0,1,0.3,3.0,1,0,0,2,0
2,16,0,1,0,1,0.3,1.0,2,0,0,3,0
5,4,0,1,0,1,0.4,3.0,1,0,0,1,0
5,3,0,1,0,2,0.25,3.0,3,0,0,1,0
3,27,0,1,0,1,0.175,5.0,2,1,0,1,0
5,16,0,1,0,1,0.7,5.0,3,0,0,0,0
5,28,0,0,0,1,0.2,5.0,0,1,0,1,0
3,29,2,0,0,1,0.3,4.0,1,1,0,2,0
0,26,0,0,1,2,0.175,3.0,1,1,0,3,0
0,31,0,1,0,1,0.175,5.0,1,1,0,3,0
3,14,0,1,0,1,0.25,5.0,0,1,0,1,0
2,30,2,1,0,1,0.35,4.0,3,0,0,3,0
1,28,0,1,0,1,0.275,4.0,1,1,0,2,0
3,22,0,1,0,1,0.325,4.0,2,0,0,1,0
0,23,0,0,0,1,0.775,4.0,1,1,0,3,0
7,18,0,1,1,1,0.225,5.0,0,0,0,0,0
3,13,0,1,0,1,0.35,3.0,0,0,0,1,0
4,21,0,1,1,1,0.5,2.0,2,0,0,2,0
5,10,0,0,0,1,0.2,3.0,1,0,0,0,0
3,28,0,1,2,1,0.275,1.0,1,1,0,1,0
2,26,2,1,0,1,0.3,5.0,2,0,0,3,0
3,26,1,1,0,1,0.175,3.0,0,0,0,2,0
0,11,2,1,0,1,0.3,1.0,1,0,0,3,0
5,21,0,1,0,1,0.45,5.0,2,1,0,0,0
7,16,1,1,1,1,0.05,5.0,0,1,0,0,0
1,14,0,1,1,1,0.2,4.0,0,0,0,2,0
3,31,0,0,0,1,0.225,4.0,3,0,0,1,0
3,20,2,1,0,1,0.25,3.0,3,1,0,1,0
5,28,0,0,0,1,0.275,4.0,1,1,0,1,0
5,0,2,1,1,1,0.175,1.0,0,0,0,0,0
3,5,0,1,0,2,0.2,3.0,1,0,0,1,0
1,21,0,0,0,1,0.25,2.0,2,1,0,2,0
1,28,2,0,1,3,0.4,3.0,1,0,0,2,0
5,30,0,1,0,1,0.4,2.0,1,0,0,0,0
0,23,0,1,0,1,0.625,3.0,3,0,0,3,0
5,16,0,1,1,3,0.375,3.0,1,0,0,1,0
3,13,2,1,1,1,0.65,4.0,0,0,0,2,0
2,22,0,1,1,1,0.225,3.0,0,1,0,3,0
6,28,0,1,0,1,0.25,4.0,1,0,0,3,0
3,13,0,0,0,1,0.425,5.0,3,1,0,2,0
0,21,2,0,0,1,0.975,2.0,1,1,0,3,0
7,20,0,1,1,1,0.6,3.0,3,1,0,0,0
3,21,0,1,1,1,0.275,4.0,1,1,0,1,0
2,5,0,1,0,2,0.175,3.0,0,0,0,3,0
4,22,0,1,0,1,0.175,5.0,1,0,0,2,0
5,28,0,1,0,1,0.35,5.0,3,0,0,0,0
5,26,0,1,0,1,0.45,5.0,1,0,0,0,0
5,33,0,1,0,1,0.5,5.0,3,1,0,1,0
5,14,0,0,1,2,0.225,4.0,1,0,0,1,0
3,14,0,0,0,1,0.475,3.0,3,0,0,1,0
3,21,2,0,0,1,0.825,5.0,3,0,0,1,0
3,1,0,1,1,1,0.225,2.0,2,0,0,1,0
2,28,0,1,0,2,0.175,5.0,0,1,0,3,0
1,11,0,1,1,1,0.25,4.0,2,1,0,2,0
3,28,2,1,1,1,0.775,3.0,0,0,0,1,0
5,21,2,0,0,1,0.475,5.0,2,1,0,0,0
1,12,2,1,1,7,0.45,5.0,3,1,0,2,0
5,14,0,0,0,1,0.2,3.0,0,1,0,0,0
3,22,0,0,0,1,0.275,5.0,0,0,0,1,0
0,10,2,0,0,1,0.3,3.0,0,0,0,2,0
3,13,2,1,0,1,0.7,5.0,3,1,0,2,0
5,14,2,1,0,2,0.475,3.0,1,0,0,0,0
5,20,0,1,1,1,0.25,1.0,2,0,0,0,0
0,26,0,1,1,2,0.225,3.0,2,1,0,3,0
2,30,0,1,1,1,0.2,4.0,1,0,0,3,0
4,28,0,1,1,1,0.075,5.0,0,0,0,1,0
0,23,0,0,0,1,0.225,2.0,1,0,0,3,0
3,15,0,1,1,1,0.25,5.0,0,0,0,2,0
0,20,0,1,1,2,0.35,4.0,3,1,0,3,0
5,16,0,1,1,1,0.1,3.0,0,1,0,0,0
6,26,0,1,0,1,0.475,4.0,1,0,0,3,0
1,21,2,1,0,1,0.925,3.0,3,0,0,2,0
1,21,2,1,1,5,0.85,3.0,3,0,0,2,0
5,30,0,1,1,1,0.375,3.0,3,0,0,0,0
5,21,0,0,1,1,0.9,3.0,1,1,0,0,0
0,21,0,1,1,1,0.225,4.0,0,0,0,3,0
1,21,0,0,0,2,0.175,2.0,0,1,0,2,0
3,20,0,0,1,1,0.375,5.0,2,1,0,2,0
2,10,2,1,0,1,0.35,4.0,2,0,0,3,0
3,29,0,1,1,1,0.25,5.0,1,0,0,1,0
7,26,0,0,1,1,0.4,3.0,0,0,0,0,0
3,22,0,0,0,1,0.375,4.0,2,1,0,2,0
1,16,0,0,0,1,0.125,5.0,0,1,0,2,0
4,26,2,1,0,1,0.275,3.0,3,0,0,1,0
5,21,0,0,0,1,0.525,3.0,2,0,0,1,0
2,21,0,1,0,1,0.625,5.0,3,1,0,3,0
3,5,0,1,0,1,0.175,2.0,1,0,0,1,0
3,21,2,1,1,1,0.475,4.0,3,0,0,2,0
5,21,0,1,0,1,0.375,3.0,3,1,0,1,0
5,28,0,1,0,4,0.325,1.0,1,0,0,0,0
5,28,0,0,0,1,0.275,5.0,2,0,0,0,0
5,26,0,1,1,1,0.2,3.0,0,1,0,0,0
5,15,0,1,0,1,0.35,1.0,1,0,0,0,0
7,21,0,0,1,1,0.375,5.0,1,1,0,0,0
3,9,0,0,1,1,0.175,5.0,0,1,0,2,0
3,26,2,0,1,1,0.475,3.0,3,0,0,1,0
3,19,0,0,0,1,0.475,3.0,3,1,0,1,0
0,8,0,1,1,1,0.575,2.0,0,0,0,2,0
2,11,0,1,1,2,0.275,3.0,1,0,0,3,0
6,26,0,0,1,1,0.3,3.0,1,1,0,3,0
3,10,0,1,1,1,0.475,3.0,0,0,0,2,0
3,9,0,0,0,1,0.175,3.0,0,1,0,2,0
1,11,0,1,0,1,0.525,3.0,3,0,0,2,0
2,28,0,1,0,1,0.15,3.0,0,0,0,3,0
5,26,0,1,1,1,0.65,5.0,0,1,0,0,0
3,21,0,0,0,2,0.2,3.0,2,0,0,2,0
1,23,0,0,0,1,0.175,4.0,1,1,0,2,0
1,32,0,0,1,1,0.275,4.0,3,0,0,2,0
5,17,0,1,1,1,0.275,4.0,2,0,0,0,0
5,28,0,1,1,1,0.2,4.0,1,1,0,0,0
0,21,0,1,1,1,0.125,4.0,0,0,0,3,0
7,21,1,1,0,1,0.05,3.0,0,1,0,1,0
3,21,0,1,2,1,0.375,3.0,3,0,0,1,0
1,21,0,1,0,1,0.675,4.0,2,0,0,2,0
0,9,0,0,1,1,0.225,3.0,0,0,0,3,0
1,21,0,0,0,1,0.8,5.0,3,1,0,2,0
4,17,0,1,0,1,0.3,5.0,0,1,0,1,0
4,11,0,1,0,1,0.45,4.0,1,0,0,2,0
2,30,0,1,0,2,0.375,3.0,1,1,0,3,0
4,21,0,0,0,2,0.25,3.0,0,0,0,1,0
5,24,0,0,0,1,0.225,3.0,0,0,0,1,0
3,16,0,0,1,1,0.2,4.0,1,1,0,1,0
0,28,0,1,2,3,0.2,3.0,0,0,0,3,0
2,33,0,1,0,1,0.2,3.0,1,0,0,3,0
5,21,0,1,1,1,0.425,5.0,3,1,0,0,0
5,24,2,1,1,1,0.6,3.0,3,0,0,0,0
5,8,2,1,0,2,0.25,1.0,0,1,0,0,0
1,14,0,1,0,1,0.3,1.0,1,0,0,2,0
5,21,0,1,1,1,0.225,3.0,0,0,0,0,0
5,28,0,1,2,1,0.175,1.0,1,1,0,0,0
3,26,0,1,1,1,0.35,3.0,0,0,0,2,0
3,21,2,1,1,1,0.475,3.0,0,1,0,1,0
2,30,0,1,0,1,0.3,5.0,1,1,0,3,0
5,25,0,1,1,1,0.4,3.0,2,0,0,1,0
1,15,0,1,0,1,0.15,5.0,0,0,0,2,0
8,21,0,1,1,1,0.45,3.0,3,0,0,2,0
5,26,0,1,0,2,0.25,1.0,1,0,0,0,0
1,21,0,0,1,1,0.5,5.0,1,1,0,2,0
